"file_row_index","file_section_name","file_seg_name","file_section_id","file_loc_from","file_loc_to","file_lane_name","file_length","file_area_m2","file_can_treat_flag","file_is_rehab_route_flag","file_is_roundabout_flag","file_next_surf","file_urban_rural","file_onrc","file_nzta_hierarchy","file_onf_street_category","file_onf_movement_rank","file_onf_freight","file_road_use","file_road_class","file_no_of_lanes","file_pave_use","file_adt","file_heavy_perc","file_no_of_bus_routes","file_traff_growth_perc","file_surf_class","file_surf_date","file_surf_function","file_surf_material","file_surf_life_expected","file_surf_layer_no","file_surf_thick","file_pave_type","file_pave_date","file_pave_remlife","file_msd_remlife_lwp","file_msd_remlife_rwp","file_fwd_d0_85","file_fwd_sci_85","file_su_fault_qty","file_pa_fault_qty","file_roughsegment_date","file_naasra_85","file_hsd_date","file_rut_lwpmean_85","file_rut_rwpmean_85","file_cond_survey_date","file_pct_allig","file_pct_lt_crax","file_pct_poth","file_pct_scabb","file_pct_flush","file_pct_shove","file_pct_edgebreak"
129,"Burkes Creek Road",795000,20,549,697,"All",148,1924,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"seal","21/01/2012","R","2CHIP",12,3,27,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",82.796956389429,"1/04/2024",4.03259078273009,1.50695536856853,"1/04/2024",0,0,0,0,0,0,0
130,"Bronte Road East",406000,1092,156,183,"All",27,216,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,316,2,0,2,"ac","1/07/2001","R","AC",20,1,25,TRUE,"1/06/2001",27,-1,-1,-1,-1,0,0,"10/10/2023",81.9581391322966,"1/04/2024",1,4.49545618242197,"1/04/2024",0,26.3324791197665,0,0,0,0,7.9555448750034
131,"Port Street East",398000,917,2120,2350,"All",230,1334,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,1,90,8,0,2,"seal","19/03/2008","R","2CHIP",18,3,24,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",97.9530852341791,"1/04/2024",5.90119215949015,4.9844412443412,"1/04/2024",0,0,0,0,0,0,0
132,"Conifer Close",219000,1,0,378,"All",378,3780,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,739,4,0,2,"seal","14/03/2014","R","2CHIP",12,4,23,TRUE,"2/04/1959",-15,-1,-1,-1,-1,0,0,"7/10/2023",59.1112544445107,"1/04/2024",8.43028232268383,2.09300510955753,"1/04/2024",2.32866297499277,0,0.811331368931569,0,0,4.41826470242813,0
133,"Burkes Creek Road",795000,20,549,697,"All",148,1924,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"seal","21/01/2012","R","2CHIP",12,3,27,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",67.0031854370024,"1/04/2024",8.48221101756626,3.76506586934955,"1/04/2024",0,0,0,7.91633980418555,0,0,0
134,"Weston Way",576000,9339,2696,3114,"All",418,5247,TRUE,TRUE,FALSE,"seal","U","Primary Collector","COLLECTOR","zz","zz","zz","zz","UH",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,3,37,TRUE,"13/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",66.2584007776779,"1/04/2024",2.11028870400715,9.16938768491204,"1/04/2024",0,0,0,0,0,0,0
135,"Tapeka Heights Lane",62000,21,0,277,"All",277,3601,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1476,3,0,2,"seal","13/01/2007","R","2CHIP",17,4,36,TRUE,"2/01/1934",-40,-1,-1,-1,-1,0,0,"4/10/2023",66.7548580528039,"1/04/2024",7.5432410793397,6.74747157730286,"1/04/2024",0,0,0,0,0,0,0
136,"Upper Ahu Ahu Road",681000,10,46,68,"All",22,176,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"ac","31/03/2012","R","AC",15,4,53,TRUE,"24/06/1967",-7,-1,-1,-1,-1,0,0,"1/04/2024",83.0076708485213,"1/04/2024",1.5117780447386,6.53279708048899,"1/04/2024",0,35.6049699080177,0,0,0,0,0
137,"Stud Road",341000,26,0,205,"All",205,2686,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1363,3,0,2,"seal","21/03/2015","R","2CHIP",14,3,39,TRUE,"1/01/1960",-14,-1,-1,-1,-1,0,0,"3/10/2023",53.988602583369,"1/04/2024",5.62299198806453,6.61318095856999,"1/04/2024",0,0,0,0,0,0,0
138,"Gossey Drive North",951000,1038,1319,1723,"All",404,3636,TRUE,TRUE,FALSE,"seal","U","Arterial","MAJOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2519,14,0,2,"seal","1/04/2014","R","2CHIP",12,2,19,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"10/10/2023",77.7623278368152,"1/04/2024",4.59031361969333,9.07626991711312,"1/04/2024",15.0204733773135,36.908151519252,0,0,0,3.63309218594804,0
139,"Port Street East",348000,917,21,396,"All",375,2106,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","6/03/2023","R","2CHIP",12,4,37,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"13/10/2023",97.3937476645687,"1/04/2024",7.78274057059675,6.22668044186451,"1/04/2024",7.74528828868642,30.7680802082177,0,0,0,0,0
140,"Lower Ahu Ahu Road",664000,11,158,179,"All",21,168,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,146,4,0,2,"ac","2/02/2016","R","AC",35,2,48,TRUE,"25/01/1964",-10,-1,-1,-1,-1,0,0,"4/10/2023",61.0623866815441,"1/04/2024",5.00758535624439,5.19039012354141,"1/04/2024",0,10.3233996420167,0,0,0,5.583820653148,6.04896678542718
141,"Epiha Road Upper",905000,1037,0,415,"All",415,3735,TRUE,TRUE,FALSE,"seal","U","Arterial","MAJOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2424,14,0,2,"seal","1/04/2014","R","2CHIP",12,4,30,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"10/10/2023",88.8341474123587,"1/04/2024",6.46445284012865,5.21260711410289,"1/04/2024",0,0,0,0,0,0,0
142,"Huamanu Street",579000,41,0,116,"All",116,963,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,3,0,2,"ac","3/12/1987","R","AC",30,1,18,TRUE,"2/01/1972",-2,-1,-1,-1,-1,0,0,"1/04/2024",62.504238644505,"1/04/2024",11.0538153683723,8.02443314675564,"1/04/2024",0,0,0.0830628152238205,0,0,0,0
143,"Huamanu Street",579000,41,0,116,"All",116,963,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,3,0,2,"ac","3/12/1987","R","AC",30,1,18,TRUE,"2/01/1972",-2,-1,-1,-1,-1,0,0,"1/04/2024",75.7753321520798,"1/04/2024",8.68156785954716,9.78124714791541,"1/04/2024",0,9.2537206269335,0,0,0,0,0
144,"Sarah Lane",538000,16,0,515,"All",515,4602,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,877,3,0,2,"seal","17/12/2007","R","2CHIP",17,3,24,TRUE,"2/01/1965",-9,-1,-1,-1,-1,0,0,"4/10/2023",91.3410686372599,"1/04/2024",2.18655996032309,7.0143514663733,"1/04/2024",0,0,0,0,0,0,2.04297439334914
145,"Paneika Lane",195000,36,370,391,"All",21,231,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"seal","1/02/2004","R","2CHIP",10,3,33,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",63.0266234543491,"1/04/2024",4.03683386281757,1.31635555375705,"1/04/2024",0,0,0,0,0,0,0
146,"Weston Way",428000,9339,1999,2369,"All",370,4863,TRUE,TRUE,FALSE,"seal","U","Arterial","COLLECTOR","zz","zz","zz","zz","UH",2,5,8830,3.6,0,2,"seal","25/02/2008","R","2CHIP",9,6,53,TRUE,"1/12/1977",4,-1,-1,-1,-1,0,0,"7/10/2023",55.6510468976242,"1/04/2024",8.35422294339343,2.40525023431763,"1/04/2024",15.6302345271688,0,0,0,0,0,3.04071634402499
147,"Bronte Road East",14000,1092,0,156,"All",156,1248,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,316,2,0,2,"seal","1/02/2004","R","2CHIP",12,2,16,TRUE,"1/06/2001",27,-1,-1,-1,-1,0,0,"10/10/2023",58.1901749804911,"1/04/2024",3.58422347515133,1.5280725374123,"1/04/2024",0,0,0,0,0,0,0
148,"Te Manaki Street",895000,42,0,377,"All",377,3016,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,495,2,0,2,"seal","10/01/2006","R","2CHIP",18,3,16,TRUE,"1/08/1965",-8,-1,-1,-1,-1,0,0,"10/10/2023",68.233335721135,"1/04/2024",4.33746928524174,7.48272707111027,"1/04/2024",0,35.7103073582985,0,4.9823345982004,0,0,0
149,"Railway Terrace East",868000,974,0,730,"All",730,5394,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,3,1063,9,0,2,"seal","17/02/2014","R","1CHIP",16,3,24,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"7/10/2023",78.1644608890274,"1/04/2024",1,5.77221886748779,"1/04/2024",0,0,0.34030812443234,0,15.6343691819347,0,0
150,"Riroriro Road",960000,29,122,139,"All",17,105,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"ac","31/03/2012","R","AC",30,3,45,TRUE,"1/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",98.6726339348406,"1/04/2024",5.50706920820329,7.20893417837218,"1/04/2024",0,14.1225699577481,0,0,0,0,0
151,"Weston Way",741000,9339,3457,3675,"All",218,2747,TRUE,TRUE,FALSE,"ac","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1047,2,0,2,"ac","25/11/2007","R","AC",25,1,20,TRUE,"6/04/2007",33,-1,-1,-1,-1,0,0,"7/10/2023",45,"1/04/2024",8.84434430719534,4.34258023616659,"1/04/2024",0,0,0,0,0,0,0
152,"Fendall Close",389000,15,643,736,"All",93,1902,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,6,11256,3,0,2,"seal","26/04/2017","R","2CHIP",10,1,11,TRUE,"2/01/1966",-8,-1,-1,-1,-1,0,0,"7/10/2023",68.0544011924946,"1/04/2024",2.57858766314797,4.89894963147712,"1/04/2024",0,12.7365662534721,0,0,0,0,0
153,"Railway Terrace East",868000,974,0,730,"All",730,5394,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,3,1063,9,0,2,"seal","17/02/2014","R","1CHIP",16,3,24,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"7/10/2023",67.0293828254438,"1/04/2024",11.3088631154096,2.34565602776818,"1/04/2024",0,0,0.854333206363954,0,0,0,0
154,"Okoare Lane",16000,33,0,58,"All",58,371,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,50,3,0,2,"seal","13/03/2018","R","2CHIP",15,3,34,TRUE,"2/01/1952",-22,-1,-1,-1,-1,0,0,"1/04/2024",85.5892290778157,"1/04/2024",12.1394442221603,4.98381371401842,"1/04/2024",0,0,0.747207387425005,0,0,0,0
155,"Freemason Avenue",239000,37,0,149,"All",149,1937,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1771,3,0,2,"seal","20/02/2008","R","2CHIP",17,4,30,TRUE,"23/03/1984",10,-1,-1,-1,-1,0,0,"5/10/2023",60.6254884246229,"1/04/2024",1.69264225014753,2.33367986037337,"1/04/2024",0,22.3969641290605,0,0,0,0,0
156,"Leicester Place",149000,35,0,660,"All",660,6418,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,747,4,0,2,"seal","29/01/2022","R","2CHIP",17,4,44,TRUE,"1/09/1928",-45,-1,-1,-1,-1,0,0,"5/10/2023",81.2385650926805,"1/04/2024",8.4725478552276,1,"1/04/2024",0,0,0.71064859054517,2.57581415656023,0,0,0
157,"Curly McLeod Way",137000,30,0,69,"All",69,552,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,32,2,0,2,"seal","18/12/2006","R","RACK",12,2,24,TRUE,"28/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",64.0538311385249,"1/04/2024",3.03306938083388,5.33171647731229,"1/04/2024",0,0,0,0,0,0,0
158,"Founders Lane",801000,25,0,597,"All",597,4776,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,472,3,0,2,"seal","9/02/2022","R","2CHIP",18,4,21,TRUE,"8/12/1944",-29,-1,-1,-1,-1,0,0,"9/10/2023",68.1930313925033,"1/04/2024",6.35855021282818,6.76626593007351,"1/04/2024",0,0,0,0,0,0,0
159,"Paneika Lane",192000,36,391,520,"All",129,1419,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"ac","17/12/2020","R","AC",14,3,66,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",69.3539595975046,"1/04/2024",7.50710748253714,3.93095727697726,"1/04/2024",0,2.02574737346731,0,0,16.3057055219542,0,0
160,"Leicester Place",149000,35,0,660,"All",660,6418,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,747,4,0,2,"seal","29/01/2022","R","2CHIP",17,4,44,TRUE,"1/09/1928",-45,-1,-1,-1,-1,0,0,"5/10/2023",86.8844415790368,"1/04/2024",7.59385967421789,7.56286067821991,"1/04/2024",0,27.1612179505173,0,0,0,0,0
161,"Infantry Lane",129000,43,0,95,"All",95,332,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",1,1,14,4,0,2,"seal","1/07/2004","R","2CHIP",16,1,11,TRUE,"2/01/1972",-2,-1,-1,-1,-1,0,0,"1/04/2024",68.2873544772562,"1/04/2024",6.1869379895849,4.32991180256984,"1/04/2024",0,0,0,0,0,0,0
162,"Riroriro Road",844000,29,0,122,"All",122,756,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"seal","24/11/2015","R","2CHIP",11,4,31,TRUE,"25/03/1955",-19,-1,-1,-1,-1,0,0,"1/04/2024",75.9990164410718,"1/04/2024",8.09876920469436,8.1962828337872,"1/04/2024",0,0,0,0,26.8214223277755,0,0
163,"Fendall Close",950000,15,736,814,"All",78,1763,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,6,12232,3,0,2,"seal","24/01/2002","R","2CHIP",10,3,35,TRUE,"2/01/1966",-8,-1,-1,-1,-1,0,0,"7/10/2023",64.968424955668,"1/04/2024",8.04814656519271,3.59959832977181,"1/04/2024",1.60444039711729,0,0,0,0,0,0
164,"Weston Way",750000,9339,965,1051,"All",86,1909,TRUE,TRUE,FALSE,"seal","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,5,9879,3,0,2,"ac","3/04/2013","R","AC",18,1,30,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",67.8093876318623,"1/04/2024",5.09919940485992,2.64437438725251,"1/04/2024",0,0,0,0,0,0,0
165,"Apple Orchard Lane",633000,23,0,185,"All",185,1850,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,92,4,0,2,"ac","6/12/1986","R","AC",30,1,20,TRUE,"25/01/1966",-8,-1,-1,-1,-1,0,0,"4/10/2023",96.7379309944496,"1/04/2024",9.76487412150093,6.6172756467618,"1/04/2024",5.98850819235668,7.67221818631515,0,0,0,0,0
166,"Karearea Lane",757000,32,84,154,"All",70,792,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,939,3,0,2,"ac","24/10/1995","R","AC",16,1,20,TRUE,"18/10/1995",22,-1,-1,-1,-1,0,0,"10/10/2023",65.0814934726192,"1/04/2024",7.29982758695049,8.95825401310386,"1/04/2024",0,0,0,0,0,11.224728664849,0
167,"Weston Way",61000,9339,2385,2696,"All",311,3919,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","COLLECTOR","zz","zz","zz","zz","UM",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,2,29,TRUE,"11/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",89.45037958535,"1/04/2024",1.59669548515589,9.39692568515445,"1/04/2024",0,0,0,0,0,0,0
168,"Stirrup Lane",800000,28,0,261,"All",261,2558,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,245,3,0,2,"seal","16/02/2016","R","2CHIP",11,4,49,TRUE,"3/01/1927",-47,-1,-1,-1,-1,0,0,"5/10/2023",45,"1/04/2024",5.12975513872667,5.16263543523658,"1/04/2024",0,0,0,0,0,0,0
169,"Brook Street North",869000,1013,0,220,"All",220,1664,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,184,4,0,2,"seal","7/01/2004","R","2CHIP",16,2,16,TRUE,"19/08/1993",20,-1,-1,-1,-1,0,0,"2/10/2023",50.8115157242638,"1/04/2024",8.8411072888245,5.33403570855077,"1/04/2024",0,0,0,0,0,0,0
170,"Dawick Street",681000,7056,78,88,"All",10,82,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,67,2,0,2,"ac","2/02/2016","R","AC",40,2,48,TRUE,"2/05/1959",-15,-1,-1,-1,-1,0,0,"1/04/2024",80.0536643392589,"1/04/2024",1,5.82945033615406,"1/04/2024",7.98292345204391,21.2611181091052,0,0,0,0,0
171,"Upper Ahu Ahu Road",681000,10,46,68,"All",22,176,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"ac","31/03/2012","R","AC",15,4,53,TRUE,"24/06/1967",-7,-1,-1,-1,-1,0,0,"1/04/2024",72.5395582851263,"1/04/2024",9.21700843567599,8.23249279622105,"1/04/2024",14.0548278477509,0,0,0,0,10.4567851549946,0
172,"Karearea Lane",452000,32,0,56,"All",56,616,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,939,3,0,2,"ac","24/10/1995","R","AC",20,1,20,TRUE,"18/10/1995",22,-1,-1,-1,-1,0,0,"10/10/2023",100.278244642417,"1/04/2024",3.51173724785523,9.21845901173878,"1/04/2024",14.8581648604013,20.9377241416369,0,0,0,0,0
173,"Burkes Creek Road",757000,20,765,1789,"All",1024,13312,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2527,4.9,0,2,"seal","21/01/2012","R","2CHIP",12,7,51,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",95.4836576438165,"1/04/2024",10.544652580527,2.99037750442426,"1/04/2024",10.1087530907243,0,0,0,0,0,2.67248075362295
174,"Sarah Lane",538000,16,0,515,"All",515,4602,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,877,3,0,2,"seal","17/12/2007","R","2CHIP",17,3,24,TRUE,"2/01/1965",-9,-1,-1,-1,-1,0,0,"4/10/2023",81.5768460123075,"1/04/2024",5.69932772507166,7.84631623368108,"1/04/2024",0,6.66882695443928,0.963990300078876,5.94492192007601,0,0,0
175,"Conifer Close",219000,1,0,378,"All",378,3780,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,739,4,0,2,"seal","14/03/2014","R","2CHIP",12,4,23,TRUE,"2/04/1959",-15,-1,-1,-1,-1,0,0,"7/10/2023",56.6291637212357,"1/04/2024",1,8.60573022469325,"1/04/2024",0,0,0,6.09046778618358,0,0,5.93964730249718
176,"Kowhai Glen",475000,9,0,305,"All",305,2774,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,108,6,0,2,"ac","25/01/1990","R","AC",30,2,20,TRUE,"7/09/1973",0,-1,-1,-1,-1,0,0,"3/10/2023",64.5944671976077,"1/04/2024",5.85239966223574,6.65785590103629,"1/04/2024",0,8.91936570545658,0.40449462113902,0,0,0,0
177,"Conifer Close",219000,1,0,378,"All",378,3780,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,739,4,0,2,"seal","14/03/2014","R","2CHIP",12,4,23,TRUE,"2/04/1959",-15,-1,-1,-1,-1,0,0,"7/10/2023",100.340548641338,"1/04/2024",7.00410932023543,1,"1/04/2024",16.708188460907,0,0,0,0,5.43613598262891,0
178,"Curly McLeod Way",137000,30,0,69,"All",69,552,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,32,2,0,2,"seal","18/12/2006","R","RACK",12,2,24,TRUE,"28/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",73.4955060047136,"1/04/2024",12.9832342165611,1.46574367567468,"1/04/2024",0,0,0.708175966748968,0,0,0,0
179,"Paneika Lane",123000,36,0,370,"All",370,4070,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"ac","22/06/2019","R","AC",25,4,93,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",97.9088591335848,"1/04/2024",5.20189715763041,5.70049147846459,"1/04/2024",0,0,0,0,0,7.68832461023703,0
180,"Port Street East",544000,917,0,21,"All",21,109,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","25/11/2004","R","2CHIP",14,2,24,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"1/04/2024",76.7154725628769,"1/04/2024",2.94537586915211,5.92213241777305,"1/04/2024",0,12.2632158899214,1.06328967988957,0,0,0,0
181,"Matai Way",346000,3,0,557,"All",557,5124,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,679,2,0,2,"seal","11/01/2005","R","2CHIP",14,5,21,TRUE,"25/02/1982",8,-1,-1,-1,-1,0,0,"10/10/2023",63.7427797453378,"1/04/2024",1,9.62045165899087,"1/04/2024",0,0,0.601825388162397,0,0,0,0
182,"Tyler Place",10000,38,322,334,"All",12,120,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1840,2,0,2,"seal","11/01/2017","R","RACK",12,1,5,TRUE,"30/06/2017",43,-1,-1,-1,-1,0,0,"1/04/2024",88.7711747184668,"1/04/2024",7.33580987808634,4.77630493818732,"1/04/2024",0,0,0,0,10.1061637641396,0,0
183,"Epiha Road Upper",905000,1037,0,415,"All",415,3735,TRUE,TRUE,FALSE,"seal","U","Arterial","MAJOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2424,14,0,2,"seal","1/04/2014","R","2CHIP",12,4,30,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"10/10/2023",58.0027154544723,"1/04/2024",5.23515897892852,6.97298770679381,"1/04/2024",0,0,0,0,22.641468718648,0,0
184,"Port Street East",437000,917,1340,1431,"All",91,487,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,225,8,0,2,"seal","25/11/2004","R","2CHIP",14,4,29,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",93.1703967430417,"1/04/2024",7.32492966433725,9.9214731668543,"1/04/2024",0,0,0,0,0,0,5.98816536925733
185,"Port Street East",348000,917,21,396,"All",375,2106,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","6/03/2023","R","2CHIP",12,4,37,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"13/10/2023",55.4994785760593,"1/04/2024",8.80523132009204,4.04747169461865,"1/04/2024",14.1290557903703,0,0,0,0,0,0
186,"Riroriro Road",844000,29,0,122,"All",122,756,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"seal","24/11/2015","R","2CHIP",11,4,31,TRUE,"25/03/1955",-19,-1,-1,-1,-1,0,0,"1/04/2024",71.8189515914513,"1/04/2024",9.6063107706089,1,"1/04/2024",2.83106461470015,0,0.817324768090621,0,0,0,0
187,"Apple Orchard Lane",633000,23,0,185,"All",185,1850,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,92,4,0,2,"ac","6/12/1986","R","AC",30,1,20,TRUE,"25/01/1966",-8,-1,-1,-1,-1,0,0,"4/10/2023",81.3696653371106,"1/04/2024",5.78476553927671,10.0055165427205,"1/04/2024",14.2546672907192,30.1462222347036,0,0,25.8372361492366,0,0
188,"Weston Way",619000,9339,886,939,"All",53,1219,TRUE,TRUE,FALSE,"ac","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,5,9879,3,0,2,"ac","3/04/2013","R","AC",14,3,38,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",76.052156678197,"1/04/2024",4.22985622614744,2.21070105005,"1/04/2024",0,0,0,0,0,0,0
189,"Highfield Drive",14000,4,0,71,"All",71,497,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"seal","21/12/2007","R","LOCK",12,2,23,TRUE,"2/03/1966",-8,-1,-1,-1,-1,0,0,"1/04/2024",92.4721007883761,"1/04/2024",1,5.0989700247519,"1/04/2024",0,0,0,0,0,0,0
190,"Riroriro Road",844000,29,0,122,"All",122,756,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"seal","24/11/2015","R","2CHIP",11,4,31,TRUE,"25/03/1955",-19,-1,-1,-1,-1,0,0,"1/04/2024",74.5528497523066,"1/04/2024",7.84320300209634,3.23175222415618,"1/04/2024",0,0,0,0,0,0,2.76998108392581
191,"Tyler Place",489000,38,334,389,"All",55,583,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1840,2,0,2,"seal","15/02/1992","R","VFILL",4,1,4,TRUE,"27/04/1951",-23,-1,-1,-1,-1,0,0,"1/04/2024",86.9867178197477,"1/04/2024",1,8.68746672775997,"1/04/2024",19.6122424020432,0,0,0,0,0,0
