elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
65,27,Gallop Lane,116,136,All,0,0,0,0,0,0,0,0,0,0,0,1,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.4,2.7,3.1,3.6,4.1,4.7,5.3,6.1,7.1,8.3,9.6,11.1
66,7056,Dawick Street,0,78,All,0,0.1,0.2,0.4,0.5,0.7,0.9,1.1,1.3,1.6,2,2.4,2.9,3.5,4.1,4.8,5.7,6.8,8,9.4,10.9,12.6,14.5,16.7,19.1,21.8,24.8,28,31.4,34.7,38
67,7056,Dawick Street,78,88,All,1.4,1.5,1.6,1.8,2,2.1,2.3,2.5,2.8,3.1,3.5,4,4.5,5.1,5.8,6.7,7.7,8.9,10.2,11.7,13.4,15.4,17.6,20,22.8,25.8,29.1,32.6,36.1,39.4,42.6
68,28,Stirrup Lane,0,261,All,0.1,1.1,1.3,1.5,1.7,2,2.3,2.7,3.3,3.9,4.7,5.6,6.8,8.3,10,12.1,14.4,17.2,20.5,24.2,28.4,33,37.3,41.5,45.6,49.4,53,56.5,59.7,62.8,65.7
69,29,Riroriro Road,0,122,All,0.1,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.4,2.7,3.1,3.6,4.1,4.7,5.4,6.2,7.2,8.4,9.8,11.3,13,14.9,17.1,19.6,22.3,25.3,28.6,32.2,35.6,39,42.2
70,29,Riroriro Road,122,139,All,0,0,0,0,0,0,0,1,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.4,2.7,3.1,3.5,4,4.6,5.2,5.9,6.9,7.9,9.2,10.6,12.1,13.8,15.8,18
71,30,Curly McLeod Way,0,69,All,0,0.1,0.2,0.4,0.5,0.7,0.8,1,1.2,1.5,1.8,2.2,2.6,3.1,3.6,4.3,5,5.9,6.9,8.1,9.4,10.8,12.5,14.3,16.3,18.6,21.1,23.8,26.8,30,33.2
72,30,Curly McLeod Way,69,82,All,5.5,6.3,7.3,8.3,9.5,10.8,12.2,13.7,15.5,17.4,19.4,21.7,24.1,26.7,29.5,32.4,35.1,37.8,40.4,42.9,45.4,47.8,50.1,52.3,54.5,56.6,58.6,60.6,62.5,64.3,66
73,32,Karearea Lane,0,56,All,0.5,0.6,0.7,0.9,1,1.1,1.3,1.5,1.7,2,2.2,2.5,2.9,3.2,3.6,4,4.4,4.9,5.5,6.1,6.8,7.5,8.4,9.2,10.2,11.2,12.2,13.4,14.6,16,17.4
74,32,Karearea Lane,84,154,All,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.3,2.6,3,3.4,3.9,4.4,5,5.7,6.5
75,32,Karearea Lane,154,820,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,1.3,1.4,1.6,1.7,1.9,2.1,2.4,2.7,3.1,3.6,4.1,4.6,5.3,6.1,7
76,32,Karearea Lane,820,1262,All,0,0,1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.4,2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,6.1,6.8,7.6,8.6,9.6,10.7,12,13.3,14.8,16.5
77,33,Okoare Lane,0,58,All,0,0,0,1,1.1,1.2,1.4,1.6,1.7,1.9,2.2,2.4,2.8,3.2,3.6,4.2,4.8,5.4,6.3,7.3,8.5,9.9,11.4,13.1,15.1,17.3,19.8,22.6,25.6,28.9,32.5
78,35,Leicester Place,0,660,All,0,0,0,0,0,1,1.2,1.4,1.7,2,2.4,3,3.7,4.5,5.6,7,8.8,11,13.6,16.8,20.6,25,30.1,35.4,40.4,45.1,49.6,53.9,57.8,61.5,65
79,36,Paneika Lane,0,370,All,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.3,1.4,1.6,1.8,2.1,2.4,2.8,3.3,3.8,4.5,5.3,6.3,7.5,9,10.7,12.6,14.9,17.5,20.6,24,27.8,31.9
