elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
32,9339,Weston Way,814,886,All,0,0.077,0.159,0.25,0.348,0.455,0.57,0.693,0.824,0.964,1.111,1.273,1.467,1.694,1.953,2.245,2.569,2.926,3.316,3.737,4.192,4.718,5.325,6.014,6.784,7.636,8.568,9.582,10.678,11.854,13.13
33,9339,Weston Way,886,939,All,0,0,0.1,0.178,0.264,0.358,0.46,0.57,0.688,0.814,0.947,1.088,1.238,1.413,1.619,1.857,2.126,2.427,2.76,3.124,3.52,3.947,4.413,4.959,5.583,6.286,7.068,7.928,8.868,9.886,10.984
34,9339,Weston Way,965,1051,All,0,0,0,0,0,0.1,0.176,0.258,0.347,0.445,0.551,0.664,0.786,0.915,1.052,1.197,1.356,1.545,1.766,2.019,2.304,2.619,2.967,3.346,3.756,4.198,4.702,5.284,5.945,6.685,7.504
35,9339,Weston Way,1051,1219,All,0,0.076,0.157,0.245,0.342,0.447,0.559,0.68,0.808,0.944,1.088,1.242,1.428,1.645,1.894,2.174,2.486,2.829,3.204,3.61,4.048,4.541,5.113,5.764,6.494,7.303,8.19,9.157,10.202,11.326,12.529
36,9339,Weston Way,1237,1589,All,0.01,0.116,0.231,0.353,0.483,0.622,0.769,0.928,1.12,1.345,1.601,1.89,2.212,2.565,2.952,3.37,3.821,4.34,4.939,5.62,6.381,7.223,8.147,9.151,10.236,11.402,12.662,14.051,15.569,17.218,18.995
37,9339,Weston Way,1589,1999,All,0.01,0.116,0.231,0.353,0.484,0.622,0.769,0.928,1.12,1.345,1.602,1.891,2.212,2.566,2.952,3.371,3.822,4.34,4.94,5.621,6.383,7.225,8.149,9.153,10.238,11.405,12.665,14.054,15.573,17.222,19
38,9339,Weston Way,1999,2369,All,0.01,0.114,0.225,0.345,0.472,0.607,0.75,0.901,1.084,1.297,1.542,1.819,2.126,2.465,2.835,3.236,3.668,4.15,4.711,5.349,6.065,6.86,7.733,8.684,9.713,10.82,12.005,13.304,14.728,16.277,17.951
39,9339,Weston Way,2385,2696,All,0,0.075,0.155,0.242,0.337,0.44,0.551,0.67,0.796,0.93,1.071,1.22,1.4,1.61,1.851,2.122,2.425,2.759,3.123,3.518,3.944,4.413,4.959,5.583,6.283,7.061,7.915,8.847,9.856,10.942,12.105
40,9339,Weston Way,2696,3114,All,0,0.075,0.155,0.242,0.337,0.44,0.551,0.67,0.796,0.93,1.071,1.22,1.4,1.61,1.851,2.122,2.425,2.759,3.123,3.518,3.944,4.413,4.959,5.583,6.283,7.061,7.915,8.847,9.856,10.942,12.105
41,9339,Weston Way,3114,3398,All,0,0.074,0.154,0.241,0.335,0.437,0.547,0.664,0.789,0.922,1.062,1.21,1.386,1.593,1.83,2.097,2.395,2.723,3.082,3.471,3.891,4.348,4.881,5.49,6.176,6.937,7.775,8.689,9.679,10.745,11.887
