elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
89,39,Ashlar Court,0,251,All,0,30.46,30.66,27.66,32.46,33.07,33.47,34.07,34.67,34.67,34.67,35.07,35.27,36.67,37.27,37.68,38.68,39.48,39.88,41.08,41.88,42.28,42.69,43.09,100,100,100,100,100,100,100
90,40,Bravery Road,0,278,All,44.89,42.89,41.88,43.49,41.88,39.08,38.68,39.28,38.68,39.68,40.68,41.28,42.69,43.69,44.49,44.29,46.09,47.29,49.5,49.7,50.3,50.7,50.7,100,100,100,100,100,100,100,100
91,41,Huamanu Street,0,116,All,0,26.65,26.65,23.25,26.25,28.26,28.66,28.26,29.46,29.06,28.66,28.26,28.66,29.86,30.26,31.26,32.06,32.06,32.46,32.46,32.87,32.87,33.27,34.07,34.47,100,100,100,100,100,100
92,41,Huamanu Street,116,134,All,0,0,0,6.01,6.81,6.21,4.81,2.81,2,2,5.21,5.21,5.21,5.61,5.41,4.81,4.21,4.21,5.01,5.01,5.01,5.01,5.01,5.21,5.21,5.01,5.01,5.01,5.01,5.01,5.01
93,1092,Bronte Road East,0,156,All,0,23.25,23.25,20.04,20.04,21.64,21.64,21.64,21.64,21.64,20.84,21.64,21.64,20.84,21.64,21.64,21.64,21.64,22.44,23.25,23.25,23.25,23.25,23.25,24.05,24.85,100,100,100,100,100
94,1092,Bronte Road East,156,183,All,0,23.25,23.25,20.04,20.04,21.64,21.64,21.64,21.64,21.64,20.84,21.64,21.64,20.84,21.64,21.64,21.64,21.64,22.44,23.25,23.25,23.25,23.25,23.25,24.05,24.85,100,100,100,100,100
95,42,Te Manaki Street,0,377,All,0,29.86,30.06,26.85,31.66,32.06,32.67,33.07,33.47,33.87,33.87,34.07,34.47,35.27,35.87,36.27,37.07,37.88,38.68,38.88,39.68,40.68,41.08,41.48,100,100,100,100,100,100,100
96,44,Dickins Lane,0,474,All,0,0,10.62,9.02,8.22,9.82,8.22,7.41,8.22,8.22,8.22,7.41,9.02,8.22,8.22,8.22,8.22,8.22,8.22,8.22,9.02,9.82,9.82,10.62,10.62,10.62,10.62,10.62,10.62,10.62,100
97,44,Dickins Lane,474,1091,All,0,0,0,0,4.41,3.61,3.61,2,3.61,4.41,3.61,1.2,1.2,0.4,0.4,1.2,1.2,1.2,2,2.81,2.81,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
98,43,Infantry Lane,0,95,All,0,24.85,24.85,21.64,22.44,24.85,25.85,25.85,25.85,25.45,24.85,24.85,24.85,24.85,25.85,25.45,25.85,26.25,26.25,26.65,26.65,27.05,27.05,28.66,29.06,30.26,100,100,100,100,100
