elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
90,40,Bravery Road,0,278,All,39.48,40.28,30.26,30.26,29.46,29.46,29.46,29.46,29.46,27.86,27.86,27.05,27.05,26.25,25.45,25.45,25.45,27.05,27.05,27.86,28.66,29.46,100,100,100,100,100,100,100,100,100
91,41,Huamanu Street,0,116,All,69.34,67.74,66.93,66.93,65.33,63.73,62.32,60.72,52.1,43.49,42.69,38.68,38.68,37.27,37.27,29.46,28.66,27.86,27.86,27.86,24.05,24.05,24.05,23.25,100,100,100,100,100,100,100
92,41,Huamanu Street,116,134,All,10.62,11.42,10.62,9.02,9.02,8.22,8.22,8.22,7.41,4.41,4.41,4.41,4.41,4.41,4.41,6.01,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41
93,1092,Bronte Road East,0,156,All,88.98,88.98,88.98,88.98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
94,1092,Bronte Road East,156,183,All,63.73,64.53,65.73,65.33,62.93,63.33,62.32,61.92,62.32,55.31,48.3,47.49,47.09,47.09,47.09,45.89,45.09,45.09,100,100,100,100,100,100,100,100,100,100,100,100,100
95,42,Te Manaki Street,0,377,All,62.32,59.12,59.12,59.12,58.32,56.71,56.11,50.5,44.29,43.49,44.29,44.69,44.69,44.69,45.09,45.09,44.29,44.29,100,100,100,100,100,100,100,100,100,100,100,100,100
96,44,Dickins Lane,0,474,All,6.01,10.62,12.22,15.23,15.23,17.64,18.44,19.24,20.84,20.84,21.64,21.64,25.45,26.25,27.86,31.06,37.27,38.68,100,100,100,100,100,100,100,100,100,100,100,100,100
97,44,Dickins Lane,474,1091,All,2.81,2.81,2.81,2.81,2.81,2.81,6.01,6.01,6.01,6.01,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,12.22,12.22,12.22,12.22,12.22,12.22,12.22
98,43,Infantry Lane,0,95,All,68.54,68.54,70.14,70.14,71.74,71.74,71.74,71.74,71.74,68.54,68.54,68.54,68.54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
99,45,Chatfield Lane,0,83,All,20.64,21.24,20.24,20.24,20.04,19.84,19.84,19.24,18.84,18.44,18.44,18.44,18.44,18.44,18.44,17.23,16.43,16.43,16.43,16.43,16.43,16.43,16.43,17.23,17.23,17.23,17.23,17.23,17.23,100,100
100,20,Burkes Creek Road,765,1789,All,62.32,62.32,62.32,65.33,65.33,68.54,68.54,68.54,68.54,68.54,71.74,71.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
101,38,Tyler Place,279,322,All,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
102,1037,Epiha Road Upper,0,415,All,46.69,46.69,49.9,49.9,49.9,56.11,56.11,56.11,62.32,56.11,62.32,62.32,62.32,62.32,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
103,37,Freemason Avenue,172,362,All,49.9,49.9,49.9,46.69,46.69,37.27,37.27,34.07,31.06,31.06,31.06,31.06,34.07,34.07,34.07,34.07,34.07,34.07,34.07,34.07,100,100,100,100,100,100,100,100,100,100,100
104,43,Infantry Lane,0,95,All,68.54,68.54,70.14,70.14,71.74,71.74,71.74,71.74,71.74,68.54,68.54,68.54,68.54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
105,8,Tarras Road,86,120,All,18.44,20.04,19.24,18.44,17.64,16.83,15.23,15.23,15.23,15.23,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,12.83,12.83,12.22,12.22,12.22,12.22,9.02,9.02,9.02,9.02,9.02,9.02,9.02
106,23,Apple Orchard Lane,0,185,All,70.94,70.14,68.54,68.54,68.54,65.33,65.33,62.32,62.32,48.3,45.09,43.49,40.28,40.28,37.88,37.27,31.06,31.06,29.46,29.46,29.46,24.85,24.85,100,100,100,100,100,100,100,100
107,9339,Weston Way,814,886,All,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
108,8,Tarras Road,86,120,All,18.44,20.04,19.24,18.44,17.64,16.83,15.23,15.23,15.23,15.23,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,12.83,12.83,12.22,12.22,12.22,12.22,9.02,9.02,9.02,9.02,9.02,9.02,9.02
109,38,Tyler Place,334,389,All,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
110,38,Tyler Place,322,334,All,21.64,23.25,24.85,27.86,27.86,27.86,28.66,29.46,30.26,30.26,30.26,31.06,37.27,37.88,40.28,45.09,45.89,100,100,100,100,100,100,100,100,100,100,100,100,100,100
111,32,Karearea Lane,154,820,All,74.95,76.35,81.16,81.16,81.16,81.16,81.16,81.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
